"FS PEAK";"FS INT";"SS PEAK";"SS INT";"CD11b FITC";"LIN PE";"FL3 INT";"CD33 PCP55";"CD14 PC7";"CD34 APC";"CD15 EF450";"HLA DR V510";"TIME"
73696;438335;19232;116640;29211,39;-283,5257;3015,405;9611,928;41185,87;-1786,635;158,3413;1158,595;212803
81440;455985;15408;86034;12495,87;-905,3975;2293,281;3697,48;-170,0237;364,2863;257,585;736,5969;212817
27936;264889;17328;207927;7287,686;-3036,253;10821;6853,292;1457,672;3534,035;9320,086;1437,29;212827
86512;461609;26416;126784;2281,649;553,0258;2334,835;1025,142;248,4175;419,3228;336,3589;321,2864;212831
70368;435072;27568;171606;45510,75;2250,455;851,9537;19525,71;63538,42;-2632,354;570,4376;1654,28;212833
105920;684840;37216;224400;2528,893;1268,015;1188,894;4907,374;430,9005;310,6627;4879,877;54,94205;212853
104704;655173;26064;167105;75726,52;1550,716;1132,759;39889,79;54637,04;-2906,294;872,0294;2638,026;212856
58864;366480;34384;220013;26767,3;1681,587;523,4747;16243,45;12132,49;-472,7234;35,28699;7726,938;212867
86400;637429;27040;181319;62208,21;1701,02;-3241,524;20126,72;56679,59;-2660,5;306,6253;1843,425;212873
87328;548988;55632;326778;96926,31;2750,82;-13546,78;23709,68;-2819,664;63798,94;75377,74;1270,284;212884
102960;625714;29568;176514;49121,18;832,5684;-3084,506;8126,232;30700,42;-955,1353;5280,233;356,6152;212910
79264;553513;34720;258554;29748;-3155,481;17428,43;12230,41;34605,53;-1212,04;446,1419;1464,169;212911
84896;591429;25472;173870;74441,88;-931,1611;5810,551;19449,91;57007,53;-2469,284;283,2713;2334,06;212919
84496;536828;23600;149309;45049,55;2485,589;-610,2062;15782,18;37054,74;-1294,577;2763,492;706,4828;212925
95744;545917;19712;107451;16864,85;510,5802;-530,4242;8583,798;3269,619;-284,9591;442,6913;1779,425;212925
87600;806930;25504;206246;38506,72;531,0869;1307,631;20235,88;31526,99;-1348,756;233,3813;1751,084;212931
87840;522704;30944;182965;49941,99;677,5417;158,869;21076,2;46954,43;-2368,122;613,0044;942,9067;212936
93872;547730;36800;209983;34692,73;1422,796;-2633,322;13747,5;28303,05;-1282,618;2033,356;503,4811;212945
84288;554059;23504;167418;50806,5;-95,18097;6058,142;17771,21;62532,13;-1943,015;184,522;2480,451;212959
94080;603941;72496;422746;19748,66;2391,495;-3151,331;14963,76;-1394,091;1014,223;35790,9;-600,8333;212960
73584;430564;16464;106581;10552,76;1344,56;1176,461;7749,763;12168,73;-187,2856;340,5675;1339,277;212967
145168;864806;71664;392741;9086,604;1209,156;844,0015;1319,009;-73,42563;233,4795;3845,724;1157,406;212971
81200;531671;23168;151984;21162,12;1466,745;-1146,657;8059,259;17691,18;-948,8942;444,9617;359,3097;212972
63776;386390;18880;111333;27387,71;1136,155;-2273,459;16739,84;23527,02;-1397,148;1174,055;369,6025;212990
88384;542100;23072;137011;58204,99;141,1765;-1061,671;12476,19;36922,49;-1691,334;632,6467;1004,345;212991
84208;506937;26336;171918;50002,69;1329,618;286,6271;14933,46;58838,32;-2331,555;164,8956;1262,376;213012
87056;544011;16352;99059;14110,37;692,069;908,7399;6206,537;20227,3;-223,9229;14,32565;3966,04;213016
62432;399358;31776;218239;23771,59;-177,551;-204,4756;8423,535;17778,56;-461,7345;1584,71;591,6602;213025
75392;463338;22480;134347;35203,38;1154,012;-1270,03;10467,85;32467,61;-1639,97;563,1041;1225,474;213027
85776;506309;13568;79589;1112,516;409,7479;718,4937;5489,753;-364,9149;161,8117;242,9751;2302,028;213027
37536;244032;12036;80520;18637,49;656,0461;2312,428;5888,736;7712,033;3,020386;749,2102;3529,797;213037
87376;513365;27504;159572;36109,94;2668,964;-541,7188;6632,195;35738,8;-1448,683;674,264;923,2531;213038
75440;468924;24272;151582;21201,66;1674,925;363,2068;17827,7;18583,24;-928,4857;3393,644;536,4821;213045
81584;474260;22544;130243;27430,7;3042,512;-485,3816;11046,3;40820,69;-1780,495;701,3499;2315,87;213054
79408;487987;17424;113196;14957;-442,923;3996,877;25480,62;7142,982;-691,8906;78,89523;5769,066;213058
70512;403415;20672;123433;14393,14;483,0686;483,9088;7696,547;12352,62;-507,9468;401,6834;1317,164;213088
87920;507761;25472;154959;68816,32;2039,21;-4569,358;11057,02;53145,73;-2237,054;289,3951;3158,464;213095
81024;464640;13136;78819;6769,716;359,3234;1348,679;5877,505;3225,103;499,8537;233,4015;1080,716;213110
113520;662507;68384;369806;21779,88;-392,3864;2946,805;28624,15;-2857,171;945,0298;27633,06;1190,585;213123
74592;616387;14944;103879;4942,156;191,8085;263,935;907,342;108,955;153,8923;367,1781;218,5962;213124
58240;362561;23776;109306;10291,36;12,5499;282,4573;1822,757;-119,296;242,6932;477,4232;564,5881;213147
69888;792411;75840;435912;59054,54;1793,689;-2645,266;15770,93;52644,62;-1235,712;179,9809;1148,034;213164
45008;355813;30736;221609;63419,67;-31,06744;6159,122;19223,54;80422,9;-2886,964;391,06;1582,098;213171
91968;540425;18768;119436;73382,79;2142,784;-6092,647;30146,89;45387,97;-1835,944;495,8842;1170,662;213172
95232;582161;52128;274312;4351,895;727,3146;152,479;792,3199;171,0791;129,6674;21549,96;162,4482;213175
74464;427069;7839;45946;12407,74;-1060,834;3971,726;5159,392;-206,3413;-56,53162;533,0897;1059,016;213181
81648;473353;26224;159662;18422,66;711,1035;1534,604;9814,057;14523,47;1675,566;554,6259;633,3816;213195
68128;412455;9694;56449;1555,356;440,5202;331,203;1876,907;616,9718;263,4573;300,9353;244,8922;213217
85472;491343;21200;128457;53668,95;1525,236;688,384;17857,92;68774,31;-1929,354;254,1732;4952,631;213246
85600;514188;21760;141206;48891,04;277,1027;-2069,786;17355,72;31969,66;-993,0973;3373,72;945,4954;213250
90848;539221;16480;100370;21726,07;-44,79013;3254,986;20815,92;16046,34;-1071,687;181,3932;10688,28;213250
121008;762021;27712;173150;18313,71;-1352,395;14157,34;10090,71;29299,79;-1050,797;1132,61;10847,22;213255
100640;641373;20528;128299;53396,25;1500,856;-1921,833;8972,903;35818,74;-1420,069;1123,562;1496,539;213274
82272;498422;19648;119836;30226,3;1223,551;-316,4533;11111,63;36890,64;-1455,708;-26,23074;2311,165;213287
77744;438720;22240;129677;25907,58;959,6039;39,33801;12072,88;39583,8;-839,1078;469,0033;1706,096;213291
64192;391474;27840;188802;37501,28;1972,019;-1639,906;20830,72;41340,77;-1885,738;627,377;2252,917;213304
83312;485696;21424;135859;56178,09;365,7462;-1865,875;17939;50312,8;-1592,736;-19,73044;1629,218;213355
71040;417296;21216;116596;4455,203;1277,521;314,6803;1290,475;3681,433;232,4255;239,6151;420,4279;213358
61424;364734;16656;101628;11006,92;10,37665;1907,731;10247,73;7639,498;-499,411;318,9923;3157,589;213380
58176;338690;16224;96549;7429,174;-226,2245;409,6759;806,5071;127,4399;192,674;275,4296;427,5387;213383
71584;450764;22112;139043;59197,13;1750,827;1651,017;34065,11;66741,66;-2739,111;514,0778;2848,093;213390
76064;440178;26064;131298;2883,401;546,5203;3552,841;1549,769;67,85086;595,6602;278,6664;387,3729;213398
78032;484457;46752;275835;4044,545;566,1808;-64,93546;1311,955;391,676;1765,629;28436,53;-162,472;213402
125616;713579;78208;407214;6078,022;1132,13;-694,7609;2002,346;180,7213;13389,59;38571,15;73,99631;213410
101888;599574;23008;146019;22992,97;2549,402;2927,811;9889,423;34100,16;329,4728;170,5841;1128,239;213415
69856;396132;30368;183323;29470,9;1866,979;-889,1356;12919,45;25079,58;-880,5272;238,7476;5819,172;213423
101280;699101;27648;178962;37181,96;-2114,088;11809,92;18194,34;25113,94;-1431,185;353,3674;3745,575;213426
93648;624952;16816;119760;11759,21;326,8515;403,2485;2722,795;8022,725;-282,5965;138,6887;1868,362;213467
78784;454752;23968;147003;28030,41;2273,187;-997,0579;10198,12;35246,71;-1134,819;47,20047;1226,672;213467
79136;518542;17984;112382;66519,05;364,598;-195,8579;21297,6;48951,56;-2526,987;759,213;1267,851;213480
76384;515987;23648;150436;35427,17;2149,099;2621,712;7610,139;43128,92;-1586,045;1407,766;703,1376;213483
101488;683740;28960;182775;56118,47;1413,09;-3808,51;14209,76;40428,84;-1938,644;98,36124;771,4517;213488
98032;563349;27008;163903;30502,69;1175,294;-1261,114;14357,25;30333,43;-1048,421;605,3853;550,9843;213491
74816;438573;42496;207716;3851,929;1544,296;2996,077;1837,1;305,6229;808,9889;509,4783;761,8956;213497
124560;830924;36016;226760;1666,397;1258,069;1924,83;8042,334;-877,1537;68,60458;25724,96;691,7131;213503
68336;403644;22672;140004;70606,38;2357,122;-1298,296;16374,6;89482,77;-3503,887;704,5393;1403,837;213541
73568;554910;22672;172280;96156,23;-938,8798;-946,5822;20920,22;49164,66;-2894,839;657,9788;518,0537;213555
123024;828462;72112;460647;2206,041;1126,431;618,6006;2755,016;107,4261;557,5511;25713,46;340,9179;213559
118080;779239;44544;290875;1982,919;882,6073;420,9527;4365,681;-389,5114;127,6956;15523,58;1267,664;213569
74528;488365;40304;242173;4372,62;10,61481;1629,545;2847,702;80,89229;232,4628;2148,722;98,25322;213581
84544;511123;65856;367637;47963,77;2228,569;-6603,904;23560,95;-1651,621;2138,907;44758,49;463,3469;213585
77056;454499;21936;137539;68955,17;1390,909;-6568,875;11267,51;32128,4;-1591,011;1185,932;816,9297;213594
81968;495225;21840;123774;1891,628;104,2263;2408,846;11612,83;-842,8176;144,9592;1423,604;560,1873;213603
89264;545224;28128;166919;58169,18;1045,778;-2686,531;21383,8;40675,41;-1307,295;3309,953;715,3175;213614
90048;524970;16272;101429;52798,61;2022,472;-3000,987;15456,55;45522,09;-2070,244;337,9363;3255,411;213616
82320;508610;23968;150655;49396,03;738,3407;-2712,039;13637,87;37923,91;-1725,374;728,8281;1954,51;213634
142688;867113;60448;356795;2428,476;905,4111;1525,657;3809,317;-60,37607;-135,8098;17425,84;185,0119;213635
74688;428313;23232;137350;26044,55;112,6513;575,4407;13419,97;23145,65;-323,354;1494,443;484,9336;213637
83040;478910;16000;90981;3216,583;1019,879;1445,41;914,5304;142,4232;325,25;498,1751;1112,534;213645
111168;668966;60112;352537;12710,47;1099,999;-483,2041;2132,498;3,496857;145,8486;1513,288;728,1687;213656
78880;492304;11407;64225;8542,807;220,7259;1090,723;5143,737;894,465;328,7107;459,6162;2264,523;213658
75904;476299;29200;176929;40748,12;2101,476;-1622,573;12983,1;41302,73;-1872,235;704,3463;917,0386;213659
85760;502309;23968;138945;22377,85;1215,794;702,7427;10839,86;44763,22;-1842,887;20,17056;4933,532;213663
66000;374864;13264;78015;4063,709;277,7434;860,4878;783,7933;-40,26688;276,4849;297,0243;336,8942;213664
90960;531441;19680;114883;66925,94;1541,437;-2918,509;21236,03;32899,55;-1675,325;554,6743;13090,84;213675
91344;684783;39248;335218;2625,883;383,2512;2627,824;1264,709;265,2534;171,485;257,8317;595,4238;213683
79024;465111;20048;122735;30422,89;1113,05;-407,5867;19360;21918,38;-1156,906;298,7232;3099,803;213713
83760;628027;49616;224099;40042,22;1245,256;-2655,12;16682,22;37918,95;-1728,41;209,9395;1232,332;213720
72784;735708;19520;184210;7217,586;162,5695;206,1416;754,2732;78,12604;58,78738;392,8942;346,6221;213722
75376;522210;20608;133359;42522,35;1719,073;2699,237;14730,64;61027,5;-1947,492;512,4329;1726,545;213725
84256;504385;16048;100286;6216,921;697,8821;1566,636;8342,002;7880,52;774,3064;506,5646;1938,231;213756
83360;774341;21920;190372;3814,354;279,6077;1972,018;5155,629;82,77876;410,9004;501,1797;2372,679;213760
92848;541575;12875;77190;14258,1;252,8314;786,6837;3813,179;8758,97;8,546692;130,0648;3319,205;213760
53456;300610;14128;79798;5648,994;68,93973;-74,86343;837,0273;151,6514;113,4921;247,5045;503,5085;213772
53936;380722;29520;169209;13187,23;-54,45636;640,545;4991,299;9117,35;-191,3089;540,9273;269,0041;213774
91392;638415;56960;351819;22868,46;1057,943;-2513,198;14500,73;-1397,994;724,4426;46501,38;-316,867;213777
114144;661996;21696;137072;55603,58;1429,208;-4398,678;36821,24;32313,33;-1551,763;173,4676;2685,001;213780
86336;503532;27232;162239;23776,76;1512,342;581,6635;9383,948;38477,72;-1217,55;178,448;1289,378;213781
67856;394723;19984;114413;32767,34;533,3467;-1577,733;12624,51;21430,73;-1140,041;357,0759;870,3307;213791
94272;633293;67040;409462;24787,11;-128,0836;-1613,081;15122,45;-1597,41;933,2845;26020,73;229,7151;213804
78048;463202;23344;135072;36032,96;1361,059;-508,8323;11261,15;49003,84;-1393,971;705,3835;1025,325;213808
114752;757466;55680;348075;18632,62;721,9493;350,892;11269,64;22961,74;-762,8254;213,8082;2233,184;213820
43120;296775;34432;320112;21480,84;324,1118;8207,235;10167,86;3718,602;8433,989;16555,95;2118,821;213822
67888;398863;31152;196782;49388,5;2446,23;-1360,87;17474,06;62005,71;-2145,826;5291,514;1197,128;213823
113504;670416;33712;199355;28429,83;1887,83;2816,476;16736,77;49617,55;-1287,179;204,5378;5181,402;213826
74816;475333;36496;216159;23700,15;1544,03;577,4501;7064,766;23210,01;-995,8483;606,5781;665,7021;213860
89264;542693;20304;120893;10618,2;-273,1107;4233,812;4092,588;14837,24;-197,6378;561,5748;8111,625;213869
96848;584054;33968;214360;10618,83;1104,85;2721,012;8905,652;5876,765;-86,20352;389,8518;5329,736;213869
83312;454636;11989;63900;7624,573;4,773682;914,3221;4020,21;-235,6857;209,2207;364,9471;656,8236;213881
73216;435039;23920;143100;1884,832;261,6907;3165,748;6512,764;-293,5028;-82,95624;2574,843;1850,691;213882
102432;612887;60368;337462;36829,07;307,484;-1555,326;28347,04;-3048,852;-18,88406;32222,93;270,5974;213889
119600;851893;78608;512203;25031,13;1677,333;-3577,782;27679,88;-2821,883;343,5215;62753,32;408,8615;213891
83408;482480;20992;116214;9649,595;-131,4081;2168,9;3718,496;-385,1024;284,6381;493,5032;710,606;213897
89552;512039;21392;112662;3833,715;1392,974;1415,888;1347,736;96,5912;354,4595;228,151;161,2834;213899
43840;298377;20496;113211;3812,188;1466,051;3123,312;1174,394;0,6430359;398,2562;297,3175;391,3737;213905
84480;488991;16384;99024;9131,146;-505,4438;2918,625;14869,97;6263,171;-199,0013;-54,0322;5209,52;213927
89168;553999;23792;140451;53284,02;2253,195;1009,616;15012,74;60632,84;-1246,315;191,5912;2132,664;213933
76016;493435;21872;134573;69144,26;2147,315;-4678,679;20626,4;61288,8;-1815,511;958,1849;1524,494;213935
30736;263444;16320;129020;4111,4;-563,6791;4454,422;2253,607;941,3066;332,7217;828,4955;505,6184;213938
118544;734803;93584;497919;9060,919;394,6363;2598,691;2375,155;-4,849426;294,5273;1659,003;490,6029;213946
93936;564767;95440;528537;49120,57;1782,35;92,28134;11914,91;47887,85;-1336,374;3722,291;1315,792;213946
96016;547380;59232;351635;41052,84;367,0154;-3192,265;17157,45;-282,073;7143,453;31485,91;667,2678;213949
74720;441890;22800;141121;33803,81;99,74001;707,9749;14189,75;37539,29;-887,0923;226,1424;868,6479;213975
90448;514312;22496;129521;58091,53;3159,469;-4073,648;20660,88;37274,56;-1979,835;345,6992;904,3007;213978
70464;430251;24720;150759;28139,67;1020,732;636,9794;5728,866;27108,78;-1140,399;-115,2376;4722,595;213979
79744;761202;18432;177900;6395,553;692,2504;928,5577;1451,624;4908,258;441,5478;416,0399;404,5473;213979
42816;251318;5904;39388;17493,07;1073,623;14383,63;8070,223;10235,76;910,1694;290,0425;2141,758;213998
93040;763734;22544;208905;2977,514;-9,837372;2544,854;1960,851;235,5331;90,74771;129,8476;393,6334;214003
80880;610799;55808;368587;14346,04;965,7292;-1044,877;1931,157;216,3305;7361,022;57037,57;1886,958;214008
64000;400821;45408;259180;25469,08;384,3047;4086,411;13393,18;38932,04;-1565,389;603,0365;1019,737;214046
92768;672187;15952;122447;47467,09;463,5211;-928,8068;11082,37;28789,78;-1294,371;1011,333;441,3253;214050
79024;483088;23216;138001;7483,519;2102,953;5933,397;2466,919;-86,16782;719,6079;433,5862;408,8558;214079
66096;396578;19424;118574;41511,69;1458,738;-2527,666;11589,38;21872,6;-931,5198;736,0581;279,7157;214084
57792;428295;17568;114767;23702,12;-194,0409;2495,613;10147,66;19672,29;-1105,556;353,9664;1888,292;214108
32768;218025;25808;153656;58724,34;1046,21;-1390,771;17146,78;40740,85;-1654,219;641,3955;652,7375;214113
87632;773026;22352;182641;1318,494;571,1266;1438,314;8103,986;-1053,76;769,4645;3586,708;1657,376;214113
82672;503824;16048;98845;51341,18;1476,228;-2348,266;11332,16;33115,32;-890,9902;363,0634;2911,946;214122
66736;393446;22896;141128;58324,61;1556,005;-5210,322;11727,36;34560,67;-1773,288;378,1541;551,022;214124
92304;571196;31264;191194;64392,16;1602,186;-3080,534;18700,16;46264,15;-2637,906;718,826;1201,258;214134
51072;326377;21232;144844;27459,24;395,8374;-679,6027;9523,881;17413,95;-694,5823;325,8041;1325,029;214151
88896;523841;39296;243941;72213,65;1065,917;-4668,67;19261,38;39504,6;-1896,434;2267,102;1196,298;214152
65776;391431;11291;60258;1747,922;764,7844;1531,644;1374,489;111,4752;386,1501;70,61945;281,6355;214168
74944;449919;32992;190473;33477,74;1619,634;-880,8329;16566,44;32000,66;-1235,573;1089,705;1695,34;214176
77024;440645;23536;135582;22111,22;466,1624;3057,326;15003,21;4329,192;-366,886;617,2395;3321,657;214191
69888;428752;15920;96172;4739,199;542,7214;854,9115;10754,96;1255,786;97,02089;469,801;2922,734;214198
77984;469787;18256;110927;69468,48;3495,492;-5654,24;13766,43;36690,43;-2314,539;494,4577;527,6246;214213
58096;413492;31920;258128;58540,59;1009,297;-1482,709;11762,13;27306,72;-1592,49;394,3542;532,3096;214240
104896;641069;24720;150024;63809,04;279,5003;-2542,092;13133,74;53646,07;-2413,049;457,2827;1241,272;214250
102192;572226;22368;127084;12701,92;703,4326;3517,26;12695,21;22316,07;-316,8961;-67,39075;6520,151;214279
35072;257504;10917;69074;3936,219;517,5839;1311,524;1086,881;263,7344;328,1959;364,6264;453,1817;214292
125168;711639;56656;303373;4625,971;-122,9681;2038,171;5650,619;-449,1361;263,6279;5760,139;474,346;214296
100672;655427;24944;168797;16718,06;85,17638;1701,97;15320,08;232,3248;164,0286;4092,811;2047,866;214324
49232;327166;26208;167571;52091,57;3143,008;-3707,193;14224,85;52900,68;-816,2214;1123,592;2235,852;214343
91328;530646;21696;128623;4179,84;537,3557;1508,883;17724,05;-1848,942;130,9068;74,53259;3926,322;214367
81744;517280;9752;70710;2060,651;-230,6689;2835,083;1556,666;953,5867;273,9618;175,1098;1951,516;214373
93712;565935;47168;269646;6401,211;565,2223;105,728;1326,822;207,8004;9360,887;33787,45;-6,125275;214379
44752;255357;11535;63849;5237,647;355,8547;1254,194;1198,217;60,38174;107,5094;414,7084;348,5793;214395
107328;659080;47936;284151;78356,6;1354,157;-5911,942;15201,23;30103,86;-1286,352;2603,466;590,8804;214397
93264;551941;22416;129265;52869,69;1275,975;-3326,408;18744,05;33947,59;-1872,161;476,6818;2244,151;214397
65584;340644;9603;47319;2502,86;1549,502;1063,201;1148,19;45,44113;400,4255;634,778;492,2859;214399
118464;776295;84320;475131;23466,34;1807,968;-2683,816;23259,62;-2433,738;1415,639;47580,58;441,1345;214410
60912;375523;8617;54065;7269,241;299,5783;204,1298;817,6458;224,2247;172,5883;127,1358;342,8939;214414
107856;708710;30928;201617;51115,66;-153,3828;3098,069;18453,55;51139,71;-1918,532;615,9656;1326,114;214426
90400;591405;26144;169419;69241,52;1855,79;-3232,501;17301,09;44055,23;-1584,879;316,6258;1339,809;214444
82912;542251;23856;161194;51249,96;1476,16;-2578,134;17039,03;35529,77;-1043,044;374,5523;1307,106;214445
127568;781236;84256;468376;15599,53;106,0219;1314,321;16949,67;-2108,909;2222,757;30065;-123,7674;214449
46816;424872;14768;149694;5761,957;-1491,964;7814,037;6141,183;1159,473;2949,055;7310,288;736,2896;214452
115312;725791;68496;417642;28069,88;704,4679;-377,2077;11268,14;-588,2681;872,5634;28634,29;378,0793;214459
46928;403149;8635;63169;5885,762;1665,199;5080,944;2258,878;-18,88162;576,5118;100,6463;628,7844;214472
65744;382063;6484;41817;4321,397;2101,098;2725,12;1913,505;140,3757;725,8146;149,1999;400,7768;214487
72512;426781;26560;159679;35879,89;4798,291;-608,3911;8483,183;36255,84;-1610,964;223,229;2841,695;214496
62912;358400;14992;81625;40182,42;1523,387;-1903,282;13332,17;37393,43;-1017,266;692,5714;1298,618;214500
93424;560294;80752;460558;28707,13;1305,044;-4263,07;28725,83;-3350,998;5209,697;53668,29;202,8064;214509
95776;647452;29568;196961;43327,85;1544,671;-2064,719;16758,41;29125,03;-1048,646;729,5679;974,3099;214517
77280;419140;14880;81930;14153,66;-486,4251;-296,2697;840,9624;357,0948;29,76031;418,0112;83,1996;214522
83488;513698;24256;143771;8377,736;1684,431;1099,747;7862,476;-161,956;324,6741;480,2946;1354,697;214523
94336;726845;56288;312183;35953,16;927,7931;-5069,734;9187,105;-369,3182;1400,457;50586,17;963,7151;214524
76032;449730;29648;176807;1371,236;479,6511;1904,127;6198,364;962,401;89,73309;1630,43;1467,59;214542
37536;232335;18080;110825;37495,67;-541,6077;-882,0233;11463,31;10563,32;-445,2681;456,8585;246,1467;214544
89136;781424;26416;190769;48278,31;-1013,185;7221,932;14269,23;40797,23;-974,1313;125,7049;678,0669;214544
76432;488139;21136;133004;35976,16;3481,966;1701,458;26933,84;48165,16;-2276,943;986,5355;5647,311;214550
95136;851580;24656;241282;2626,728;278,5168;1031,474;13746,47;-1580,981;99,63977;5137,479;1164,641;214561
91936;533148;15936;94484;1426,179;131,9123;1774,302;10042,29;-580,0996;-210,1095;707,9629;1611,907;214590
70016;477360;17408;122268;61090,55;1270,515;-4331,063;13932,56;37581,87;-1099,324;932,4811;432,2906;214594
69968;450159;18016;113320;28661,06;1882,374;1280,412;21301,27;58943,13;-2224,533;-12,24918;1406,991;214610
97008;558248;13296;70448;3125,672;1126,247;2528,156;1697,359;239,7341;499,3976;260,0979;910,4174;214611
56544;390582;37408;268916;37269,5;683,0717;1079,91;9304,412;32862,48;-13,09494;528,0894;1962,204;214620
106992;638271;41424;222462;2263,688;1084,931;526,1609;1737,049;-41,3924;24,98877;11156,61;1110,117;214666
67856;447379;15360;97633;8526,724;210,7382;-362,4901;875,6887;85,40182;309,6275;537,8719;654,4589;214682
69952;386861;7887;46809;4810,075;96,76186;961,8804;729,2241;608,668;294,1699;256,3112;616,3573;214686
58560;371565;34496;227911;51684,61;5258,159;7458,5;43393,19;65277,08;-2159,888;626,1958;7553,349;214688
80432;471281;40912;225976;18498,81;3097,859;7726,98;21928,67;1992,533;2826,911;37457,22;440,4641;214694
134128;894363;60768;386231;2927,002;1559,927;1838,398;2329,249;1,536591;445,3014;14793,23;142,2467;214694
52272;328434;31664;167212;2270,769;1147,767;1453,929;1449,068;15,53836;367,6605;433,1396;316,018;214696
62176;469882;33056;226549;60024,93;675,4498;3001,151;16589,14;52041,98;-1523,856;613,891;1308,54;214708
67312;419695;20544;141726;75140,02;1541,067;-5851,535;18703,8;45809,88;-2324,095;400,1895;577,1317;214716
61680;425499;47280;276563;35925,58;4488,46;-1448,844;11912,86;31892,01;-1044,531;426,2798;710,0889;214718
68640;426855;18880;122721;46679,73;620,8659;-827,2432;15967,08;34811,09;-1801,308;518,7159;1197,058;214728
91744;532555;7913;47189;4532,659;1773,821;2671,543;1435,653;-48,87445;437,8645;154,6424;571,418;214734
78448;780696;21600;217390;70830,38;760,457;-1126,7;16944,35;45240,96;-2057,147;218,4549;1089,666;214738
79072;457383;14064;73611;2833,421;816,4364;2499,127;1200,258;98,55833;603,4987;165,9598;768,8715;214751
89200;507068;14464;75544;4568,087;32,42493;1079,256;3401,163;1473,542;27,06067;166,1721;1195,917;214792
52192;485069;43840;488242;70235,83;450,4362;-3848,383;13192,67;34331,69;-1772,074;568,335;1205,331;214792
84608;556008;21808;148041;24103,93;374,3866;3971,111;10556,52;16504,41;-287,7243;107,9459;5986,257;214799
83264;521697;93408;538324;5680,317;1046,764;-466,9126;3696,744;-552,9661;1290,829;36577,26;1128,097;214800
135072;818638;34304;225373;56356,83;984,1982;4252,661;18100,15;56422,47;-2315,061;508,1602;6340,754;214810
76480;428511;21824;130315;6437,211;366,2836;680,4724;3192,29;452,1263;35,24591;278,9477;611,7429;214812
50608;410704;23296;136827;2690,37;265,0892;2731,569;1550,864;52,89352;289,5865;231,0805;325,8431;214822
75792;473104;22464;149459;82435,93;1258,19;-8297,262;17988,7;26585,36;-1764,447;538,9982;590,7456;214835
82176;519660;27824;177502;41481,81;2066,774;1296,453;10591,51;50750,86;-1723,202;-12,55069;4738,663;214842
81008;607391;36784;261359;51126,35;2398,13;-1149,477;14193,59;47220,6;-1936,476;1036,067;2872,44;214859
95696;559308;78176;440410;4161,575;33,31097;1297,51;2689,563;372,9797;117,7447;11017,46;530,6462;214870
40512;327944;37776;258586;50025,16;2479,126;-5509,617;12608,4;23877,06;-954,0951;4179,5;823,5005;214882
79920;481083;22272;133576;48058,21;3315,165;-4437,891;13262,4;38198,43;-1692,018;1139,942;508,471;214888
79600;494536;21232;139455;23384,9;1435,093;331,5037;16963,74;38168,17;-620,6976;410,2751;1159,401;214900
81136;511616;36224;212095;36268,42;2501,722;-2094,712;8962,127;27311,82;-991,6973;1287,952;1257,283;214908
58960;341319;29344;169903;54315,67;2446,066;-3491,052;14811,64;46684,55;-1635,902;207,0285;1166,423;214910
98528;890931;23120;227323;50902,6;1485,563;-4773,706;13105,78;28427,31;-1432,413;254,4034;1030,677;214943
72880;418936;12918;82805;13075,99;1032,732;3511,339;10335;7032,497;-315,765;107,9209;3654,497;214962
26096;228652;18592;139739;3587,846;720,4306;1172,457;1181,226;2882,129;225,8968;677,8905;377,3888;214962
93680;526527;11624;63555;2042,442;1124,696;1078,332;1138,395;-35,64682;376,503;138,6786;647,8657;214966
127808;867859;51952;310345;2847,207;1233,451;3864,355;4490,087;373,0715;175,2868;22054,97;-204,9766;214979
76112;476404;47488;276194;7226,379;-113,3799;3061,42;3979,988;4877,925;-15,80881;311,3446;2709,601;214981
57872;346004;16720;92032;15765,84;2511,818;2642,581;11035,91;5650,956;1455,127;294,7517;1255,947;214987
88320;513997;19904;117868;60764,65;414,14;-2796,794;21347,2;39090,85;-2060,832;350,5428;1167,187;214990
93504;547490;19808;120217;53755,08;1226,978;-3803,408;16936,74;29460,79;-1485,679;345,113;773,5319;214997
43760;426145;29808;211320;13773,21;181,7347;3402,582;6321,513;18093,18;-808,0997;472,9154;1298,197;214998
69776;409966;18848;121610;29584,38;-173,2024;1649,846;16339,77;14351,8;-989,8643;-24,90039;4697,785;215000
77536;530606;16416;111973;62444,21;2682,702;-4788,309;11522,51;37035,75;-1170,597;1285,502;754,6455;215016
90880;526341;25488;151801;39498,46;732,7789;-1580,343;12977,84;40750,5;-1559,276;179,6945;1409,385;215032
76080;435710;12962;75664;10044,37;-352,4535;52,38699;979,6724;29,54874;248,4514;192,5489;369,6406;215033
77920;426099;13694;76652;9470,729;35,59491;-515,7733;811,8285;-27,07587;27,12897;452,1174;393,5647;215041
88912;608936;25696;178817;44199,16;269,8846;4307,67;11345,66;41948,92;-2142,12;190,9699;1087,521;215044
100208;691962;55904;348463;2560,532;793,0986;2719,302;6383,523;-384,4279;160,7865;23639,05;820,7854;215056
53168;408315;5945;45882;8762,617;2879;6826,625;1620,496;75,68916;960,6388;560,6002;1099,474;215067
77952;505448;16400;109180;41708,85;944,3657;3169,327;18891,66;48719,93;-2276,786;315,6716;2284,9;215089
69456;421083;28128;172095;64356,61;650,7637;-5083,258;17860,59;19268,76;-1201,517;1392,115;938,8215;215101
